id,time,value
trend,2006-01-01,61.123944957697844
trend,2006-01-02,61.125110678501095
trend,2006-01-03,61.12627639930434
trend,2006-01-04,61.12744212010759
trend,2006-01-05,61.12860784091083
trend,2006-01-06,61.12977356171408
trend,2006-01-07,61.130939282517325
trend,2006-01-08,61.132105003320575
trend,2006-01-09,61.13327072412382
trend,2006-01-10,61.13443644492707
trend,2006-01-11,61.13560216573031
trend,2006-01-12,61.13676788653356
trend,2006-01-13,61.137933607336805
trend,2006-01-14,61.139099328140055
trend,2006-01-15,61.14026504894331
trend,2006-01-16,61.14143076974656
trend,2006-01-17,61.142596490549806
trend,2006-01-18,61.14376221135306
trend,2006-01-19,61.1449279321563
trend,2006-01-20,61.14609365295955
trend,2006-01-21,61.14725937376279
trend,2006-01-22,61.14842509456604
trend,2006-01-23,61.14959081536929
trend,2006-01-24,61.15075653617254
trend,2006-01-25,61.15192225697578
trend,2006-01-26,61.15308797777903
trend,2006-01-27,61.154253698582274
trend,2006-01-28,61.155419419385524
trend,2006-01-29,61.15658514018877
trend,2006-01-30,61.15775086099202
trend,2006-01-31,61.15891658179526
trend,2006-02-01,61.16008230259851
trend,2006-02-02,61.161248023401754
trend,2006-02-03,61.162413744205004
trend,2006-02-04,61.16357946500825
trend,2006-02-05,61.1647451858115
trend,2006-02-06,61.16591090661474
trend,2006-02-07,61.16707662741799
trend,2006-02-08,61.168242348221234
trend,2006-02-09,61.169408069024485
trend,2006-02-10,61.17057378982773
trend,2006-02-11,61.17173951063099
trend,2006-02-12,61.172905231434235
trend,2006-02-13,61.174070952237486
trend,2006-02-14,61.17523667304073
trend,2006-02-15,61.17640239384398
trend,2006-02-16,61.17756811464722
trend,2006-02-17,61.17873383545047
trend,2006-02-18,61.179899556253716
trend,2006-02-19,61.181065277056966
trend,2006-02-20,61.18223099786021
trend,2006-02-21,61.18339671866346
trend,2006-02-22,61.1845624394667
trend,2006-02-23,61.18572816026995
trend,2006-02-24,61.186893881073196
trend,2006-02-25,61.188059601876446
trend,2006-02-26,61.18922532267969
trend,2006-02-27,61.19039104348294
trend,2006-02-28,61.19155676428618
trend,2006-03-01,61.19272248508943
trend,2006-03-02,61.19388820589268
trend,2006-03-03,61.19505392669593
trend,2006-03-04,61.19621964749917
trend,2006-03-05,61.19738536830242
trend,2006-03-06,61.19855108910566
trend,2006-03-07,61.199716809908914
trend,2006-03-08,61.20088253071216
trend,2006-03-09,61.20204825151541
trend,2006-03-10,61.203213972318665
trend,2006-03-11,61.204379693121915
trend,2006-03-12,61.20554541392516
trend,2006-03-13,61.20671113472841
trend,2006-03-14,61.20787685553165
trend,2006-03-15,61.2090425763349
trend,2006-03-16,61.210208297138145
trend,2006-03-17,61.211374017941395
trend,2006-03-18,61.21253973874464
trend,2006-03-19,61.21370545954789
trend,2006-03-20,61.21487118035113
trend,2006-03-21,61.21603690115438
trend,2006-03-22,61.217202621957625
trend,2006-03-23,61.218368342760876
trend,2006-03-24,61.21953406356412
trend,2006-03-25,61.22069978436737
trend,2006-03-26,61.22186550517061
trend,2006-03-27,61.22303122597386
trend,2006-03-28,61.224196946777106
trend,2006-03-29,61.225362667580356
trend,2006-03-30,61.2265283883836
trend,2006-03-31,61.22769410918685
trend,2006-04-01,61.22885982999009
trend,2006-04-02,61.23002555079334
trend,2006-04-03,61.231191271596586
trend,2006-04-04,61.232356992399836
trend,2006-04-05,61.233522713203094
trend,2006-04-06,61.23468843400634
trend,2006-04-07,61.23585415480959
trend,2006-04-08,61.23701987561283
trend,2006-04-09,61.23818559641608
trend,2006-04-10,61.239351317219324
trend,2006-04-11,61.240517038022574
trend,2006-04-12,61.24168275882582
trend,2006-04-13,61.24284847962907
trend,2006-04-14,61.24401420043231
trend,2006-04-15,61.24517992123556
trend,2006-04-16,61.24634564203881
trend,2006-04-17,61.247511362842054
trend,2006-04-18,61.248677083645305
trend,2006-04-19,61.24984280444855
trend,2006-04-20,61.2510085252518
trend,2006-04-21,61.25217424605504
trend,2006-04-22,61.25333996685829
trend,2006-04-23,61.254505687661535
trend,2006-04-24,61.255671408464785
trend,2006-04-25,61.25683712926803
trend,2006-04-26,61.25800285007128
trend,2006-04-27,61.25916857087452
trend,2006-04-28,61.26033429167777
trend,2006-04-29,61.261500012481015
trend,2006-04-30,61.262665733284265
trend,2006-05-01,61.26383145408751
trend,2006-05-02,61.264997174890766
trend,2006-05-03,61.266162895694016
trend,2006-05-04,61.26732861649726
trend,2006-05-05,61.26849433730051
trend,2006-05-06,61.26966005810375
trend,2006-05-07,61.270825778907
trend,2006-05-08,61.271991499710246
trend,2006-05-09,61.2731572205135
trend,2006-05-10,61.27432294131674
trend,2006-05-11,61.27548866211999
trend,2006-05-12,61.27665438292323
trend,2006-05-13,61.277820103726484
trend,2006-05-14,61.27898582452973
trend,2006-05-15,61.28015154533298
trend,2006-05-16,61.28131726613622
trend,2006-05-17,61.28248298693947
trend,2006-05-18,61.283648707742714
trend,2006-05-19,61.284814428545964
trend,2006-05-20,61.28598014934921
trend,2006-05-21,61.28714587015246
trend,2006-05-22,61.2883115909557
trend,2006-05-23,61.28947731175895
trend,2006-05-24,61.290643032562194
trend,2006-05-25,61.291808753365444
trend,2006-05-26,61.29297447416869
trend,2006-05-27,61.29414019497194
trend,2006-05-28,61.29530591577518
trend,2006-05-29,61.296471636578445
trend,2006-05-30,61.29763735738169
trend,2006-05-31,61.29880307818494
trend,2006-06-01,61.29996879898818
trend,2006-06-02,61.30113451979143
trend,2006-06-03,61.302300240594676
trend,2006-06-04,61.303465961397926
trend,2006-06-05,61.30463168220117
trend,2006-06-06,61.30579740300442
trend,2006-06-07,61.30696312380766
trend,2006-06-08,61.30812884461091
trend,2006-06-09,61.309294565414156
trend,2006-06-10,61.310460286217406
trend,2006-06-11,61.31162600702065
trend,2006-06-12,61.3127917278239
trend,2006-06-13,61.31395744862714
trend,2006-06-14,61.31512316943039
trend,2006-06-15,61.316288890233636
trend,2006-06-16,61.31745461103689
trend,2006-06-17,61.31862033184013
trend,2006-06-18,61.31978605264338
trend,2006-06-19,61.32095177344662
trend,2006-06-20,61.32211749424987
trend,2006-06-21,61.32328321505312
trend,2006-06-22,61.32444893585637
trend,2006-06-23,61.32561465665961
trend,2006-06-24,61.32678037746286
trend,2006-06-25,61.32794609826612
trend,2006-06-26,61.32911181906937
trend,2006-06-27,61.33027753987261
trend,2006-06-28,61.33144326067586
trend,2006-06-29,61.332608981479105
trend,2006-06-30,61.333774702282355
trend,2006-07-01,61.3349404230856
trend,2006-07-02,61.33610614388885
trend,2006-07-03,61.33727186469209
trend,2006-07-04,61.33843758549534
trend,2006-07-05,61.339603306298585
trend,2006-07-06,61.340769027101835
trend,2006-07-07,61.34193474790508
trend,2006-07-08,61.34310046870833
trend,2006-07-09,61.34426618951157
trend,2006-07-10,61.34543191031482
trend,2006-07-11,61.346597631118065
trend,2006-07-12,61.347763351921316
trend,2006-07-13,61.34892907272456
trend,2006-07-14,61.35009479352781
trend,2006-07-15,61.35126051433105
trend,2006-07-16,61.3524262351343
trend,2006-07-17,61.353591955937546
trend,2006-07-18,61.354757676740796
trend,2006-07-19,61.35592339754404
trend,2006-07-20,61.35708911834729
trend,2006-07-21,61.35825483915053
trend,2006-07-22,61.3594205599538
trend,2006-07-23,61.36058628075704
trend,2006-07-24,61.36175200156029
trend,2006-07-25,61.362917722363534
trend,2006-07-26,61.364083443166784
trend,2006-07-27,61.36524916397003
trend,2006-07-28,61.36641487183958
trend,2006-07-29,61.367580579709134
trend,2006-07-30,61.36874628757869
trend,2006-07-31,61.36991199544824
trend,2006-08-01,61.37107770331779
trend,2006-08-02,61.37224341118734
trend,2006-08-03,61.373409119056895
trend,2006-08-04,61.37457482692645
trend,2006-08-05,61.375740534796
trend,2006-08-06,61.376906242665555
trend,2006-08-07,61.37807195053511
trend,2006-08-08,61.37923765840466
trend,2006-08-09,61.380403366274216
trend,2006-08-10,61.38156907414376
trend,2006-08-11,61.382734782013316
trend,2006-08-12,61.38390048988287
trend,2006-08-13,61.38506619775242
trend,2006-08-14,61.386231905621976
trend,2006-08-15,61.38739761349153
trend,2006-08-16,61.38856332136108
trend,2006-08-17,61.38972902923064
trend,2006-08-18,61.39089473710019
trend,2006-08-19,61.39206044496974
trend,2006-08-20,61.39322615283929
trend,2006-08-21,61.39439186070884
trend,2006-08-22,61.3955575685784
trend,2006-08-23,61.39672327644795
trend,2006-08-24,61.397888984317504
trend,2006-08-25,61.39905469218706
trend,2006-08-26,61.40022040005661
trend,2006-08-27,61.401386107926164
trend,2006-08-28,61.40255181579571
trend,2006-08-29,61.403717523665264
trend,2006-08-30,61.40488323153482
trend,2006-08-31,61.40604893940437
trend,2006-09-01,61.407214647273925
trend,2006-09-02,61.40838035514348
trend,2006-09-03,61.40954606301303
trend,2006-09-04,61.410711770882585
trend,2006-09-05,61.41187747875214
trend,2006-09-06,61.413043186621685
trend,2006-09-07,61.41420889449124
trend,2006-09-08,61.41537460236079
trend,2006-09-09,61.416540310230346
trend,2006-09-10,61.4177060180999
trend,2006-09-11,61.41887172596945
trend,2006-09-12,61.420037433839006
trend,2006-09-13,61.42120314170856
trend,2006-09-14,61.42236884957811
trend,2006-09-15,61.42353455744766
trend,2006-09-16,61.42470026531721
trend,2006-09-17,61.42586597318677
trend,2006-09-18,61.42703168105632
trend,2006-09-19,61.428197388925874
trend,2006-09-20,61.42936309679543
trend,2006-09-21,61.43052880466498
trend,2006-09-22,61.431694512534534
trend,2006-09-23,61.43286022040409
trend,2006-09-24,61.434025928273634
trend,2006-09-25,61.43519163614319
trend,2006-09-26,61.43635734401274
trend,2006-09-27,61.437523051882295
trend,2006-09-28,61.43868875975185
trend,2006-09-29,61.4398544676214
trend,2006-09-30,61.441020175490955
trend,2006-10-01,61.44218588336051
trend,2006-10-02,61.44335159123006
trend,2006-10-03,61.44451729909961
trend,2006-10-04,61.44568300696916
trend,2006-10-05,61.446848714838715
trend,2006-10-06,61.44801442270827
trend,2006-10-07,61.44918013057782
trend,2006-10-08,61.450345838447376
trend,2006-10-09,61.45151154631693
trend,2006-10-10,61.45267725418648
trend,2006-10-11,61.45384296205604
trend,2006-10-12,61.45500866992558
trend,2006-10-13,61.456174377795136
trend,2006-10-14,61.45734008566469
trend,2006-10-15,61.45850579353424
trend,2006-10-16,61.4596715014038
trend,2006-10-17,61.46083720927335
trend,2006-10-18,61.462002917142904
trend,2006-10-19,61.46316862501246
trend,2006-10-20,61.46433433288201
trend,2006-10-21,61.46550004075156
trend,2006-10-22,61.46666574862111
trend,2006-10-23,61.467831456490664
trend,2006-10-24,61.46899716436022
trend,2006-10-25,61.47016287222977
trend,2006-10-26,61.471328580099325
trend,2006-10-27,61.47249428796888
trend,2006-10-28,61.47365999583843
trend,2006-10-29,61.47482570370798
trend,2006-10-30,61.47599141157753
trend,2006-10-31,61.477157119447085
trend,2006-11-01,61.47832282731664
trend,2006-11-02,61.47948853518619
trend,2006-11-03,61.480654243055746
trend,2006-11-04,61.4818199509253
trend,2006-11-05,61.48298565879485
trend,2006-11-06,61.484151366664406
trend,2006-11-07,61.48531707453395
trend,2006-11-08,61.486482782403506
trend,2006-11-09,61.48764849027306
trend,2006-11-10,61.48881419814261
trend,2006-11-11,61.48997990601217
trend,2006-11-12,61.49114561388172
trend,2006-11-13,61.492311321751274
trend,2006-11-14,61.49347702962083
trend,2006-11-15,61.49464273749038
trend,2006-11-16,61.49580844535993
trend,2006-11-17,61.49697415322948
trend,2006-11-18,61.498139861099034
trend,2006-11-19,61.49930556896859
trend,2006-11-20,61.50047127683814
trend,2006-11-21,61.501636984707694
trend,2006-11-22,61.50280269257725
trend,2006-11-23,61.5039684004468
trend,2006-11-24,61.505134108316355
trend,2006-11-25,61.5062998161859
trend,2006-11-26,61.507465524055455
trend,2006-11-27,61.50863123192501
trend,2006-11-28,61.50979693979456
trend,2006-11-29,61.510962647664115
trend,2006-11-30,61.51212835553367
trend,2006-12-01,61.51329406340322
trend,2006-12-02,61.514459771272776
trend,2006-12-03,61.51562547914233
trend,2006-12-04,61.516791187011876
trend,2006-12-05,61.51795689488143
trend,2006-12-06,61.51912260275098
trend,2006-12-07,61.520288310620536
trend,2006-12-08,61.52145401849009
trend,2006-12-09,61.52261972635964
trend,2006-12-10,61.5237854342292
trend,2006-12-11,61.52495114209875
trend,2006-12-12,61.526116849968304
trend,2006-12-13,61.52728255783785
trend,2006-12-14,61.528448265707404
trend,2006-12-15,61.52961397357696
trend,2006-12-16,61.53077968144651
trend,2006-12-17,61.531945389316064
trend,2006-12-18,61.53311109718562
trend,2006-12-19,61.53427680505517
trend,2006-12-20,61.535442512924725
trend,2006-12-21,61.53660822079428
trend,2006-12-22,61.537773928663825
trend,2006-12-23,61.53893963653338
trend,2006-12-24,61.54010534440293
trend,2006-12-25,61.541271052272485
trend,2006-12-26,61.54243676014204
trend,2006-12-27,61.54360246801159
trend,2006-12-28,61.544768175881146
trend,2006-12-29,61.5459338837507
trend,2006-12-30,61.54709959162025
trend,2006-12-31,61.5482652994898
trend,2007-01-01,61.54943100735935
trend,2007-01-02,61.550596715228906
trend,2007-01-03,61.55176242309846
trend,2007-01-04,61.55292813096801
trend,2007-01-05,61.55409383883757
trend,2007-01-06,61.55525954670712
trend,2007-01-07,61.55642525457667
trend,2007-01-08,61.55759096244623
trend,2007-01-09,61.55875667031577
trend,2007-01-10,61.55992237818533
trend,2007-01-11,61.56108808605488
trend,2007-01-12,61.562253793924434
trend,2007-01-13,61.56341950179399
trend,2007-01-14,61.56458520966354
trend,2007-01-15,61.565750917533094
trend,2007-01-16,61.56691662540265
trend,2007-01-17,61.5680823332722
trend,2007-01-18,61.56924804114175
trend,2007-01-19,61.5704137490113
trend,2007-01-20,61.571579456880855
trend,2007-01-21,61.57274516475041
trend,2007-01-22,61.57391087261996
trend,2007-01-23,61.575076580489515
trend,2007-01-24,61.57624228835907
trend,2007-01-25,61.57740799622862
trend,2007-01-26,61.578573704098176
trend,2007-01-27,61.57973941196772
trend,2007-01-28,61.580905119837276
trend,2007-01-29,61.58207082770683
trend,2007-01-30,61.58323653557638
trend,2007-01-31,61.584402243445936
trend,2007-02-01,61.58556795131549
trend,2007-02-02,61.58673365918504
trend,2007-02-03,61.5878993670546
trend,2007-02-04,61.58906507492415
trend,2007-02-05,61.5902307827937
trend,2007-02-06,61.59139649066325
trend,2007-02-07,61.592562198532804
trend,2007-02-08,61.59372790640236
trend,2007-02-09,61.59489361427191
trend,2007-02-10,61.596059322141464
trend,2007-02-11,61.59722503001102
trend,2007-02-12,61.59839073788057
trend,2007-02-13,61.59955644575012
trend,2007-02-14,61.60072215361967
trend,2007-02-15,61.601887861489224
trend,2007-02-16,61.60305356935878
trend,2007-02-17,61.60421927722833
trend,2007-02-18,61.605384985097885
trend,2007-02-19,61.60655069296744
trend,2007-02-20,61.60771640083699
trend,2007-02-21,61.608141354020205
trend,2007-02-22,61.608566307203404
trend,2007-02-23,61.60899126038662
trend,2007-02-24,61.609416213569816
trend,2007-02-25,61.60984116675303
trend,2007-02-26,61.61026611993623
trend,2007-02-27,61.61069107311943
trend,2007-02-28,61.611116026302646
trend,2007-03-01,61.611540979485845
trend,2007-03-02,61.61196593266906
trend,2007-03-03,61.61239088585226
trend,2007-03-04,61.61281583903547
trend,2007-03-05,61.61324079221867
trend,2007-03-06,61.61366574540188
trend,2007-03-07,61.61409069858509
trend,2007-03-08,61.6145156517683
trend,2007-03-09,61.6149406049515
trend,2007-03-10,61.6153655581347
trend,2007-03-11,61.61579051131791
trend,2007-03-12,61.61621546450111
trend,2007-03-13,61.61664041768432
trend,2007-03-14,61.61706537086752
trend,2007-03-15,61.617490324050735
trend,2007-03-16,61.61791527723394
trend,2007-03-17,61.618340230417154
trend,2007-03-18,61.61876518360035
trend,2007-03-19,61.61919013678355
trend,2007-03-20,61.619615089966764
trend,2007-03-21,61.62004004314996
trend,2007-03-22,61.620464996333176
trend,2007-03-23,61.62088994951638
trend,2007-03-24,61.621314902699595
trend,2007-03-25,61.621739855882794
trend,2007-03-26,61.62216480906601
trend,2007-03-27,61.622589762249206
trend,2007-03-28,61.62301471543242
trend,2007-03-29,61.62343966861562
trend,2007-03-30,61.623864621798816
trend,2007-03-31,61.62428957498203
trend,2007-04-01,61.624714528165235
trend,2007-04-02,61.62513948134845
trend,2007-04-03,61.62556443453165
trend,2007-04-04,61.62598938771486
trend,2007-04-05,61.62641434089806
trend,2007-04-06,61.62683929408127
trend,2007-04-07,61.62726424726447
trend,2007-04-08,61.62768920044768
trend,2007-04-09,61.62811415363089
